|stars|categories
331|2.0|{u'Bars': 1, u'Restaurants': 1, u'Nightlife': 1, u'Sports Bars': 1, u'American (New)': 1}
332|3.0|{u'Asian Fusion': 1, u'Chinese': 1, u'Restaurants': 1}
333|3.0|{u'Greek': 1, u'Mexican': 1, u'Restaurants': 1}
334|3.5|{u'Greek': 1, u'Mediterranean': 1, u'Restaurants': 1}
335|3.0|{u'Restaurants': 1}
336|3.5|{u'Neurologist': 1, u'Health & Medical': 1, u'Doctors': 1}
337|1.0|{u'Mobile Phones': 1, u'Shopping': 1}
338|4.0|{}
339|4.0|{u'Bakeries': 1, u'Food': 1, u'Restaurants': 1, u'Breakfast & Brunch': 1}
340|4.5|{u'Fitness & Instruction': 1, u'Gyms': 1, u'Active Life': 1}
341|3.5|{u'Mexican': 1, u'Restaurants': 1}
342|2.5|{u'Bars': 1, u'Chicken Wings': 1, u'American (Traditional)': 1, u'Nightlife': 1, u'Sports Bars': 1, u'Restaurants': 1}
343|3.0|{u'Italian': 1, u'Restaurants': 1}
344|3.5|{u'Sandwiches': 1, u'Restaurants': 1}
345|3.0|{u'American (Traditional)': 1, u'Restaurants': 1}
346|3.5|{u'Delis': 1, u'Restaurants': 1}
347|3.5|{u'Food': 1, u'Coffee & Tea': 1}
348|3.5|{u'Mortgage Brokers': 1, u'Home Services': 1, u'Banks & Credit Unions': 1, u'Financial Services': 1, u'Real Estate': 1}
349|3.5|{u'Automotive': 1, u'Car Wash': 1}
350|3.5|{u'Greek': 1, u'Restaurants': 1, u'Mediterranean': 1, u'Southern': 1}
351|3.5|{u'Banks & Credit Unions': 1, u'Financial Services': 1}
352|3.5|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
353|2.0|{u'Sandwiches': 1, u'Restaurants': 1}
354|3.5|{u'American (Traditional)': 1, u'Restaurants': 1, u'Nightlife': 1, u'Arts & Entertainment': 1, u'Music Venues': 1}
355|4.0|{}
356|3.5|{u'Radio Stations': 1, u'Mass Media': 1}
357|2.5|{u'Nightlife': 1}
358|5.0|{u'Radio Stations': 1, u'Mass Media': 1}
359|3.5|{u'Restaurants': 1, u'Pizza': 1, u'Sandwiches': 1, u'Italian': 1}
360|1.5|{u'Burgers': 1, u'Restaurants': 1, u'Fast Food': 1}
361|4.5|{u'Shopping': 1, u'Art Galleries': 1, u'Arts & Entertainment': 1}
362|3.5|{u'Venues & Event Spaces': 1, u'Event Planning & Services': 1}
363|4.0|{u'Sandwiches': 1, u'Restaurants': 1}
364|4.0|{u'Cafes': 1, u'Restaurants': 1}
365|2.0|{u'Mexican': 1, u'Restaurants': 1}
366|4.5|{u'Specialty Schools': 1, u'Education': 1, u'Vocational & Technical School': 1}
367|3.0|{u'Medical Centers': 1, u'Health & Medical': 1}
368|3.5|{u'Cheesesteaks': 1, u'Sandwiches': 1, u'Restaurants': 1}
369|4.5|{u'Printing Services': 1, u'Local Services': 1}
370|3.0|{u'Department Stores': 1, u'Fashion': 1, u'Shopping': 1, u'Shopping Centers': 1}
371|3.5|{u'Nail Salons': 1, u'Beauty & Spas': 1}
372|3.5|{u'Japanese': 1, u'Restaurants': 1}
373|2.5|{u'Delis': 1, u'Restaurants': 1, u'Sandwiches': 1, u'Fast Food': 1}
374|3.0|{u'Restaurants': 1, u'Barbeque': 1}
375|3.5|{u'Bars': 1, u'Restaurants': 1, u'Nightlife': 1, u'Wine Bars': 1, u'American (New)': 1}
376|3.5|{u'Bars': 1, u'American (Traditional)': 1, u'Nightlife': 1, u'Sports Bars': 1, u'Barbeque': 1, u'Restaurants': 1}
377|4.5|{u'Shopping': 1, u'Art Galleries': 1, u'Arts & Entertainment': 1}
378|4.0|{u'Stadiums & Arenas': 1, u'Arts & Entertainment': 1}
379|4.5|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
380|3.5|{u'Restaurants': 1, u'American (New)': 1}
381|3.5|{u'American (Traditional)': 1, u'Restaurants': 1}
382|3.5|{u'Shopping': 1, u'Art Galleries': 1, u'Arts & Entertainment': 1}
383|4.5|{u'Performing Arts': 1, u'Nightlife': 1, u'Arts & Entertainment': 1, u'Music Venues': 1}
384|4.0|{u'Food': 1, u'Ice Cream & Frozen Yogurt': 1}
385|4.5|{u'Bars': 1, u'Nightlife': 1}
386|4.0|{u'Museums': 1, u'Shopping': 1, u'Art Galleries': 1, u'Arts & Entertainment': 1}
387|2.0|{u'Health & Medical': 1, u'Cardiologists': 1, u'Doctors': 1}
388|2.0|{u'Restaurants': 1, u'Pizza': 1}
389|2.5|{u'Sandwiches': 1, u'Restaurants': 1}
390|3.5|{u'Local Services': 1, u'Community Service/Non-Profit': 1}
391|3.5|{u'Health & Medical': 1, u'Hospitals': 1}
392|4.0|{u'Photography Stores & Services': 1, u'Shopping': 1}
393|4.0|{u'Mexican': 1, u'Restaurants': 1}
394|4.0|{u'Gay Bars': 1, u'Bars': 1, u'Nightlife': 1}
395|3.0|{u'American (Traditional)': 1, u'Burgers': 1, u'Restaurants': 1, u'Fast Food': 1}
396|3.5|{u'Hair Salons': 1, u'Beauty & Spas': 1}
397|4.0|{u'Sandwiches': 1, u'Restaurants': 1}
398|2.0|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
399|4.5|{u'Professional Services': 1, u'Career Counseling': 1, u'Local Services': 1, u'Community Service/Non-Profit': 1}
400|4.0|{u'Books, Mags, Music & Video': 1, u'Shopping': 1, u'Bookstores': 1}
401|3.0|{u'Tires': 1, u'Automotive': 1}
402|4.0|{u'Grocery': 1, u'Ethnic Food': 1, u'Food': 1, u'Specialty Food': 1, u'Mexican': 1, u'Restaurants': 1}
403|3.5|{u'Chinese': 1, u'Restaurants': 1}
404|3.5|{}
405|4.0|{u'Health & Medical': 1, u'Cardiologists': 1, u'Doctors': 1}
406|2.5|{u'Health & Medical': 1, u'Doctors': 1}
407|4.0|{u'Shopping': 1, u'Art Galleries': 1, u'Arts & Entertainment': 1}
408|4.5|{u'Food': 1, u'Grocery': 1}
409|3.5|{u'Local Services': 1, u'Community Service/Non-Profit': 1}
410|4.5|{u'American (Traditional)': 1, u'Diners': 1, u'Soul Food': 1, u'Restaurants': 1}
411|3.0|{u'Gay Bars': 1, u'Bars': 1, u'Nightlife': 1, u'Dance Clubs': 1}
412|3.0|{u'Adult Entertainment': 1, u'Nightlife': 1}
413|3.5|{u'Hair Removal': 1, u'Laser Hair Removal': 1, u'Beauty & Spas': 1, u'Health & Medical': 1, u'Doctors': 1, u'Medical Spas': 1, u'Obstetricians & Gynecologists': 1}
414|4.5|{u'Food': 1, u'Bakeries': 1, u'Grocery': 1, u'Delis': 1, u'Restaurants': 1}
415|1.0|{u'Health & Medical': 1}
416|4.5|{u'Automotive': 1, u'Auto Repair': 1}
417|2.5|{u'Local Services': 1, u'Appliances & Repair': 1}
418|4.0|{u'Pet Services': 1, u'Pet Stores': 1, u'Pets': 1}
419|4.0|{u'Seafood': 1, u'Mexican': 1, u'Fish & Chips': 1, u'Restaurants': 1}
420|4.0|{u'Food': 1, u'Donuts': 1}
421|3.5|{u'Furniture Stores': 1, u'Home & Garden': 1, u'Home Decor': 1, u'Lighting Fixtures & Equipment': 1, u'Shopping': 1, u'Home Services': 1}
422|4.0|{u'Midwives': 1, u'Health & Medical': 1, u'Obstetricians & Gynecologists': 1, u'Doctors': 1}
423|4.5|{u'Salvadoran': 1, u'Latin American': 1, u'Restaurants': 1}
424|3.5|{u'Mexican': 1, u'Restaurants': 1}
425|3.0|{u'Bakeries': 1, u'Food': 1, u'American (Traditional)': 1, u'Restaurants': 1}
426|3.0|{u'Cosmetics & Beauty Supply': 1, u'Shopping': 1, u'Drugstores': 1, u'Food': 1, u'Beauty & Spas': 1, u'Convenience Stores': 1}
427|4.0|{u'Restaurants': 1, u'American (New)': 1}
428|3.5|{u'Shopping': 1}
429|3.0|{u'Restaurants': 1, u'Fast Food': 1}
430|3.5|{u'Food': 1, u'Burgers': 1, u'Restaurants': 1, u'Ice Cream & Frozen Yogurt': 1, u'Sandwiches': 1}
431|4.5|{u'Mexican': 1, u'Restaurants': 1}
432|3.0|{u'Food': 1, u'Grocery': 1}
433|3.5|{u'Medical Centers': 1, u'Health & Medical': 1}
434|4.0|{u'Food': 1, u'Ice Cream & Frozen Yogurt': 1}
435|2.5|{u'Home Services': 1, u'Flooring': 1, u'Contractors': 1}
436|3.0|{u'Truck Rental': 1, u'Movers': 1, u'Automotive': 1, u'Local Services': 1, u'Self Storage': 1, u'Home Services': 1}
437|4.5|{u'Food': 1, u'Delis': 1, u'Meat Shops': 1, u'Specialty Food': 1, u'Restaurants': 1}
438|4.5|{u'Health & Medical': 1, u'Doctors': 1}
439|3.0|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
440|4.5|{u'Seafood': 1, u'Mexican': 1, u'Restaurants': 1}
441|3.0|{u'Mexican': 1, u'Restaurants': 1}
442|4.5|{u'Parks': 1, u'Arts & Entertainment': 1, u'Botanical Gardens': 1, u'Active Life': 1, u'Nightlife': 1, u'Music Venues': 1}
443|2.5|{u'Shopping': 1, u'Jewelry': 1}
444|5.0|{u'Shopping': 1, u'Uniforms': 1, u'Arts & Crafts': 1, u'Costumes': 1}
445|2.5|{u'Nightlife': 1}
446|3.5|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
447|4.0|{u'Food': 1, u'Grocery': 1}
448|4.0|{u'Latin American': 1, u'Restaurants': 1}
449|3.5|{u'Tires': 1, u'Automotive': 1, u'Auto Parts & Supplies': 1, u'Auto Repair': 1}
450|3.5|{u'American (Traditional)': 1, u'Restaurants': 1, u'Fast Food': 1}
451|4.5|{u'Television Stations': 1, u'Mass Media': 1}
452|3.5|{u'Burgers': 1, u'Restaurants': 1}
453|2.5|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
454|2.5|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
455|3.5|{u'Indian': 1, u'Pakistani': 1, u'Buffets': 1, u'Restaurants': 1}
456|1.5|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
457|3.5|{u'Restaurants': 1, u'Fast Food': 1}
458|4.5|{u'Libraries': 1, u'Public Services & Government': 1}
459|3.5|{u'Heating & Air Conditioning/HVAC': 1, u'Home Services': 1}
460|3.5|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
461|3.0|{u'American (Traditional)': 1, u'Bars': 1, u'Karaoke': 1, u'Nightlife': 1, u'Restaurants': 1}
462|4.0|{u'Italian': 1, u'Pizza': 1, u'Restaurants': 1}
463|4.0|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
464|3.5|{u'Performing Arts': 1, u'Nightlife': 1, u'Arts & Entertainment': 1, u'Music Venues': 1}
465|3.5|{u'Health & Medical': 1, u'Urgent Care': 1}
466|3.0|{u'Seafood': 1, u'Fish & Chips': 1, u'Restaurants': 1}
467|3.0|{u'Sandwiches': 1, u'Restaurants': 1}
468|1.5|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
469|2.0|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
470|5.0|{u'Religious Organizations': 1}
471|3.0|{u'Restaurants': 1, u'Barbeque': 1}
472|4.5|{u'Automotive': 1, u'Auto Parts & Supplies': 1, u'Oil Change Stations': 1, u'Auto Repair': 1}
473|4.0|{u'Zoos': 1, u'Active Life': 1}
474|2.5|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
475|3.0|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
476|3.0|{u'Restaurants': 1, u'Fast Food': 1}
477|2.5|{}
478|4.5|{u'Automotive': 1, u'Auto Repair': 1}
479|1.5|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
480|3.5|{u'Mexican': 1, u'Restaurants': 1}
481|2.5|{u'Food': 1, u'Beer, Wine & Spirits': 1}
482|4.0|{u'Food': 1, u'Grocery': 1}
483|4.5|{u'Museums': 1, u'Public Services & Government': 1, u'Landmarks & Historical Buildings': 1, u'Arts & Entertainment': 1}
484|2.5|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
485|4.5|{u'Automotive': 1, u'Auto Repair': 1}
486|3.5|{u'Restaurants': 1, u'Pizza': 1, u'Sandwiches': 1, u'Italian': 1}
487|4.0|{u'Automotive': 1, u'Car Wash': 1}
488|4.5|{u'Automotive': 1, u'Auto Parts & Supplies': 1}
489|4.0|{u'Golf': 1, u'Active Life': 1}
490|4.0|{u'Outlet Stores': 1, u'Shopping': 1, u'Chinese': 1, u'Shopping Centers': 1, u'Restaurants': 1}
491|5.0|{u'Shopping': 1, u'Art Supplies': 1, u'Arts & Crafts': 1}
492|3.0|{u'Chinese': 1, u'Restaurants': 1}
493|4.0|{u'Bars': 1, u'Dive Bars': 1, u'Nightlife': 1}
494|4.5|{u'Medical Centers': 1, u'Health & Medical': 1}
495|2.5|{u'Cosmetics & Beauty Supply': 1, u'Shopping': 1, u'Drugstores': 1, u'Food': 1, u'Beauty & Spas': 1, u'Convenience Stores': 1}
496|4.0|{u'Car Rental': 1, u'Hotels & Travel': 1}
497|5.0|{u'Automotive': 1, u'Auto Repair': 1}
498|4.0|{u'Mexican': 1, u'Restaurants': 1}
499|1.0|{u'Banks & Credit Unions': 1, u'Financial Services': 1}
500|3.5|{u'Chinese': 1, u'Restaurants': 1}
501|1.5|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
502|2.5|{u'Chinese': 1, u'Restaurants': 1}
503|2.5|{u'Health & Medical': 1, u'Urgent Care': 1}
504|5.0|{u'Education': 1, u'Preschools': 1, u'Elementary Schools': 1}
505|3.5|{u'Nightlife': 1, u'Restaurants': 1}
506|3.5|{u'Buffets': 1, u'Restaurants': 1}
507|4.0|{u'Sandwiches': 1, u'Restaurants': 1}
508|3.0|{u'Books, Mags, Music & Video': 1, u'Shopping': 1, u'Newspapers & Magazines': 1}
509|4.5|{u'Mexican': 1, u'Restaurants': 1}
510|2.5|{u'American (Traditional)': 1, u'Restaurants': 1}
511|3.0|{u'Restaurants': 1, u'Mexican': 1, u'Tex-Mex': 1, u'Fast Food': 1}
512|4.5|{}
513|3.5|{u'Shopping': 1, u'Flowers & Gifts': 1}
514|4.5|{u'Professional Services': 1, u'Education': 1, u'Career Counseling': 1, u'Adult Education': 1, u'Life Coach': 1}
515|4.0|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
516|4.0|{u'Health & Medical': 1, u'Dentists': 1, u'Cosmetic Dentists': 1, u'General Dentistry': 1}
517|3.5|{u'Restaurants': 1, u'American (New)': 1}
518|4.0|{u'Food': 1, u'Beer, Wine & Spirits': 1, u'Specialty Food': 1}
519|3.5|{u'Restaurants': 1, u'Pizza': 1, u'Sandwiches': 1, u'Italian': 1}
520|4.5|{u'Shopping': 1, u'Musical Instruments & Teachers': 1}
521|3.5|{u'Mexican': 1, u'Restaurants': 1}
522|4.5|{u'Restaurants': 1, u'Italian': 1, u'Sandwiches': 1, u'Pizza': 1}
523|4.0|{u'Food': 1, u'Coffee & Tea': 1, u'Restaurants': 1, u'American (Traditional)': 1, u'Sandwiches': 1}
524|3.5|{u'Sandwiches': 1, u'Restaurants': 1}
525|3.5|{u'Specialty Schools': 1, u'Education': 1, u'Cooking Schools': 1}
526|3.5|{u'Pubs': 1, u'Bars': 1, u'Nightlife': 1, u'British': 1, u'Restaurants': 1}
527|3.5|{u'Shipping Centers': 1, u'Printing Services': 1, u'Local Services': 1}
528|4.5|{u'Hair Salons': 1, u'Beauty & Spas': 1, u'Hair Stylists': 1, u'Nail Salons': 1}
529|3.5|{u'Tobacco Shops': 1, u'Shopping': 1}
530|4.0|{u'Fitness & Instruction': 1, u'Yoga': 1, u'Active Life': 1}
531|2.0|{u'Shipping Centers': 1, u'Notaries': 1, u'Printing Services': 1, u'Local Services': 1}
532|4.0|{u'Bikes': 1, u'Shopping': 1, u'Sporting Goods': 1}
533|5.0|{u'Automotive': 1, u'Car Stereo Installation': 1}
534|3.5|{u'Breakfast & Brunch': 1, u'Restaurants': 1}
535|4.0|{u'Automotive': 1, u'Auto Repair': 1}
536|3.5|{u'Cosmetics & Beauty Supply': 1, u'Shopping': 1, u'Drugstores': 1, u'Food': 1, u'Beauty & Spas': 1, u'Convenience Stores': 1}
537|5.0|{u'Middle Schools & High Schools': 1, u'Education': 1}
538|3.0|{}
539|4.5|{u'Hair Removal': 1, u'Hair Salons': 1, u'Cosmetics & Beauty Supply': 1, u'Shopping': 1, u'Beauty & Spas': 1}
540|5.0|{u'Health & Medical': 1, u'Dentists': 1, u'General Dentistry': 1}
541|5.0|{u'Fitness & Instruction': 1, u'Active Life': 1}
542|3.5|{u'Health & Medical': 1, u'Doctors': 1}
543|1.5|{u'Burgers': 1, u'Restaurants': 1}
544|3.0|{u'Medical Centers': 1, u'Health & Medical': 1, u'Hospitals': 1}
545|4.0|{u'American (Traditional)': 1, u'Caterers': 1, u'Comfort Food': 1, u'Event Planning & Services': 1, u'Restaurants': 1}
546|2.5|{u'Italian': 1, u'Restaurants': 1, u'Fast Food': 1}
547|4.5|{u'Food': 1, u'Candy Stores': 1, u'Specialty Food': 1}
548|3.5|{u'Automotive': 1, u'Auto Parts & Supplies': 1}
549|3.0|{u'Shopping': 1, u'Antiques': 1}
550|3.0|{u'American (Traditional)': 1, u'Restaurants': 1}
551|2.5|{u'Shopping': 1, u'Adult': 1}
552|4.5|{u'Delis': 1, u'Sandwiches': 1, u'Restaurants': 1}
553|4.0|{u'Chinese': 1, u'Restaurants': 1}
554|4.5|{u'Shopping': 1, u'Flowers & Gifts': 1, u'Florists': 1}
555|4.5|{u'Food': 1, u'Juice Bars & Smoothies': 1}
556|4.0|{u'Shopping': 1, u'Musical Instruments & Teachers': 1}
557|4.5|{u'Videos & Video Game Rental': 1, u'Books, Mags, Music & Video': 1, u'Shopping': 1}
558|5.0|{u'Acupuncture': 1, u'Health & Medical': 1, u'Education': 1, u'Colleges & Universities': 1}
559|4.0|{u'Shopping': 1, u'Books, Mags, Music & Video': 1, u'Music & DVDs': 1}
560|4.0|{u'Pubs': 1, u'Bars': 1, u'Dive Bars': 1, u'Nightlife': 1}
561|4.5|{u'Hair Salons': 1, u'Barbers': 1, u'Beauty & Spas': 1}
562|3.5|{u'Vegetarian': 1, u'Buffets': 1, u'Salad': 1, u'Restaurants': 1}
563|3.5|{u'Radio Stations': 1, u'Mass Media': 1}
564|4.5|{u'Shopping': 1, u'Musical Instruments & Teachers': 1}
565|2.5|{u'Restaurants': 1, u'Japanese': 1, u'Fast Food': 1}
566|3.5|{u'Food': 1, u'Ice Cream & Frozen Yogurt': 1, u'Restaurants': 1, u'Fast Food': 1}
567|4.5|{u'Hobby Shops': 1, u'Comic Books': 1, u'Shopping': 1, u'Books, Mags, Music & Video': 1}
568|2.5|{u'Health & Medical': 1, u'Dentists': 1, u'General Dentistry': 1}
569|3.0|{u'Shopping': 1, u'Flowers & Gifts': 1, u'Florists': 1}
570|4.5|{u'Tobacco Shops': 1, u'Shopping': 1}
571|5.0|{u'Middle Schools & High Schools': 1, u'Education': 1}
572|3.5|{u'Mexican': 1, u'Restaurants': 1}
573|3.0|{u'Delis': 1, u'Restaurants': 1}
574|4.0|{}
575|4.5|{u'Pet Services': 1, u'Pet Groomers': 1, u'Pets': 1, u'Veterinarians': 1, u'Pet Boarding/Pet Sitting': 1}
576|3.5|{u'Local Services': 1, u'Dry Cleaning & Laundry': 1}
577|3.5|{u'Pubs': 1, u'Food': 1, u'Bars': 1, u'Breweries': 1, u'Nightlife': 1}
578|4.5|{u'Churches': 1, u'Religious Organizations': 1}
579|3.5|{u'Books, Mags, Music & Video': 1, u'Fashion': 1, u'Shopping': 1, u'Jewelry': 1, u'Adult': 1}
580|3.0|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
581|4.0|{u'Breakfast & Brunch': 1, u'Restaurants': 1}
582|4.0|{u'Health & Medical': 1, u'Dermatologists': 1, u'Tattoo Removal': 1, u'Cosmetic Surgeons': 1, u'Doctors': 1}
583|4.0|{u'Food': 1, u'Grocery': 1}
584|4.5|{u'Churches': 1, u'Religious Organizations': 1}
585|2.5|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
586|3.0|{u'Restaurants': 1, u'Chicken Wings': 1, u'Sandwiches': 1, u'Pizza': 1}
587|4.0|{u'Caterers': 1, u'Event Planning & Services': 1}
588|4.5|{u'Nail Salons': 1, u'Beauty & Spas': 1}
589|2.5|{u'Gay Bars': 1, u'Bars': 1, u'Nightlife': 1}
590|5.0|{u'Electricians': 1, u'Solar Installation': 1, u'Home Services': 1}
591|4.0|{u'Adult Entertainment': 1, u'Nightlife': 1}
592|4.0|{u'Beauty & Spas': 1}
593|4.0|{u'Cards & Stationery': 1, u'Flowers & Gifts': 1, u'Shopping': 1, u'Arts & Crafts': 1, u'Event Planning & Services': 1}
594|4.0|{u'Mexican': 1, u'Restaurants': 1}
595|4.0|{u'Restaurants': 1, u'Pizza': 1, u'Sandwiches': 1, u'Italian': 1}
596|4.0|{u'Local Services': 1, u'Dry Cleaning & Laundry': 1}
597|3.0|{u'Burgers': 1, u'Restaurants': 1, u'Fast Food': 1}
598|3.5|{u'Shopping': 1, u'Hardware Stores': 1, u'Home & Garden': 1}
599|5.0|{u'Counseling & Mental Health': 1, u'Health & Medical': 1}
600|3.0|{u'Fitness & Instruction': 1, u'Education': 1, u'Gyms': 1, u'Active Life': 1}
601|3.5|{u'Restaurants': 1, u'Pizza': 1}
602|4.0|{u'Asian Fusion': 1, u'Restaurants': 1, u'Japanese': 1, u'Italian': 1}
603|2.0|{}
604|3.5|{u'Photography Stores & Services': 1, u'Shopping': 1}
605|4.0|{u'Amateur Sports Teams': 1, u'Active Life': 1}
606|2.5|{u'Restaurants': 1, u'Mexican': 1, u'Tex-Mex': 1, u'Fast Food': 1}
607|4.5|{u'Office Equipment': 1, u'Shopping': 1}
608|3.0|{u'Automotive': 1, u'Auto Repair': 1}
609|4.5|{u'Party Supplies': 1, u'Event Planning & Services': 1, u'Party Equipment Rentals': 1, u'Party & Event Planning': 1}
610|5.0|{u'Health & Medical': 1, u'Dentists': 1, u'General Dentistry': 1}
611|4.0|{u'Automotive': 1, u'Body Shops': 1}
612|4.0|{u'Bars': 1, u'Seafood': 1, u'Nightlife': 1, u'Wine Bars': 1, u'Italian': 1, u'Restaurants': 1}
613|2.5|{u'Car Rental': 1, u'Hotels & Travel': 1}
614|5.0|{u'Health & Medical': 1, u'Dentists': 1, u'Cosmetic Dentists': 1, u'General Dentistry': 1}
615|5.0|{u'Printing Services': 1, u'Local Services': 1}
616|4.5|{u'Shopping': 1, u'Flowers & Gifts': 1, u'Home Decor': 1, u'Home & Garden': 1}
617|3.5|{u'Bakeries': 1, u'Food': 1, u'Desserts': 1}
618|3.5|{u'Pubs': 1, u'Bars': 1, u'Dive Bars': 1, u'Nightlife': 1}
619|4.0|{u'Automotive': 1, u'Auto Repair': 1}
620|2.0|{u'Shopping': 1, u'Appliances': 1, u'Home & Garden': 1}
621|3.5|{u'Local Services': 1, u'Dry Cleaning & Laundry': 1}
622|3.5|{u'Automotive': 1, u'Auto Repair': 1}
623|4.0|{u'Sandwiches': 1, u'Hot Dogs': 1, u'Restaurants': 1}
624|5.0|{u'Food': 1, u'Meat Shops': 1, u'Specialty Food': 1}
625|4.0|{u'Music Venues': 1, u'Arts & Entertainment': 1, u'Jazz & Blues': 1, u'Nightlife': 1}
626|3.0|{u'Automotive': 1, u'Oil Change Stations': 1}
627|5.0|{u'Beauty & Spas': 1, u'Fitness & Instruction': 1, u'Yoga': 1, u'Massage': 1, u'Active Life': 1}
628|4.5|{u'Optometrists': 1, u'Eyewear & Opticians': 1, u'Shopping': 1, u'Health & Medical': 1}
629|4.0|{u'Gay Bars': 1, u'Bars': 1, u'Nightlife': 1}
630|2.5|{u'Cosmetics & Beauty Supply': 1, u'Shopping': 1, u'Drugstores': 1, u'Food': 1, u'Beauty & Spas': 1, u'Convenience Stores': 1}
631|4.0|{u'Baby Gear & Furniture': 1, u'Used, Vintage & Consignment': 1, u'Maternity Wear': 1, u'Fashion': 1, u'Shopping': 1}
632|4.0|{u'Opera & Ballet': 1, u'Arts & Entertainment': 1}
633|5.0|{u'Tires': 1, u'Automotive': 1, u'Auto Repair': 1}
634|4.5|{u'Automotive': 1, u'Auto Repair': 1}
635|3.5|{u'Mexican': 1, u'Restaurants': 1}
636|4.5|{u'Professional Services': 1}
637|4.5|{u'Burgers': 1, u'Restaurants': 1}
638|3.0|{u'Mexican': 1, u'Restaurants': 1}
639|5.0|{u'Automotive': 1, u'Auto Repair': 1}
640|4.0|{u'Automotive': 1, u'Auto Repair': 1}
641|4.5|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
642|4.0|{}
643|2.5|{u'Buffets': 1, u'Chinese': 1, u'Restaurants': 1}
644|3.5|{u'Nurseries & Gardening': 1, u'Shopping': 1, u'Appliances': 1, u'Home & Garden': 1}
645|5.0|{u'Automotive': 1, u'Auto Repair': 1}
646|5.0|{u'Hair Salons': 1, u'Beauty & Spas': 1}
647|3.0|{u'Japanese': 1, u'Restaurants': 1}
648|4.5|{u'Automotive': 1, u'Auto Repair': 1}
649|3.5|{u'Breakfast & Brunch': 1, u'Delis': 1, u'Sandwiches': 1, u'Restaurants': 1}
650|2.5|{u'Food': 1, u'Grocery': 1, u'Convenience Stores': 1}
651|4.5|{u'Gay Bars': 1, u'Bars': 1, u'Nightlife': 1}
652|4.0|{u'Restaurants': 1, u'Pizza': 1, u'Italian': 1}
653|3.5|{u'Gay Bars': 1, u'Bars': 1, u'Nightlife': 1}
654|3.5|{u'Italian': 1, u'Pizza': 1, u'Restaurants': 1}
655|4.5|{u'Shopping': 1, u'Flowers & Gifts': 1, u'Event Planning & Services': 1, u'Florists': 1, u'Party & Event Planning': 1}
656|3.0|{u'Restaurants': 1, u'Barbeque': 1}
657|4.5|{u'Bikes': 1, u'Shopping': 1, u'Sporting Goods': 1}
658|4.0|{u'Shopping': 1, u'Fabric Stores': 1, u'Arts & Crafts': 1}
659|2.5|{u'Local Services': 1, u'Self Storage': 1}
660|3.0|{u'Diners': 1, u'Restaurants': 1}
661|3.5|{u'Gay Bars': 1, u'Bars': 1, u'Nightlife': 1, u'Sports Bars': 1}
662|2.5|{u'Mexican': 1, u'Buffets': 1, u'Restaurants': 1}
663|3.5|{u'Ethnic Food': 1, u'Food': 1, u'Meat Shops': 1, u'Delis': 1, u'Specialty Food': 1, u'Restaurants': 1}
664|2.0|{u'Counseling & Mental Health': 1, u'Health & Medical': 1}
665|2.5|{u'Banks & Credit Unions': 1, u'Financial Services': 1}
666|3.0|{u'Men's Clothing': 1, u'Used, Vintage & Consignment': 1, u'Shopping': 1, u'Fashion': 1, u'Women's Clothing': 1}
667|3.0|{u'Buffets': 1, u'Chinese': 1, u'Restaurants': 1}
668|5.0|{u'Health & Medical': 1, u'Chiropractors': 1}
669|4.0|{u'Shopping': 1, u'Flowers & Gifts': 1, u'Florists': 1}
670|4.0|{u'Auto Glass Services': 1, u'Automotive': 1, u'Home Services': 1, u'Windshield Installation & Repair': 1, u'Windows Installation': 1}
671|4.5|{u'Kosher': 1, u'Restaurants': 1, u'Pizza': 1, u'Italian': 1}
672|2.5|{u'Restaurants': 1, u'Chicken Wings': 1, u'Sandwiches': 1, u'Pizza': 1}
673|3.5|{u'Shopping': 1, u'Appliances': 1, u'Home & Garden': 1}
674|5.0|{u'Shopping': 1, u'Flowers & Gifts': 1, u'Florists': 1}
